Emp ID,PerformanceRating,job involvement,
69224,Average,moderate involvement,
69225,Average,low involvement,
69226,high,low involvement,
69227,high,low involvement,
69228,Average,low involvement,
69229,Average,high involvement,
69230,Average,low involvement,
69231,below average,low involvement,
69232,Average,moderate involvement,
69233,below average,low involvement,
69234,low,moderate involvement,
69235,Average,moderate involvement,
69236,below average,low involvement,
69237,Average,low involvement,
69238,Average,moderate involvement,
69239,high,high involvement,
69240,Average,moderate involvement,
69241,high,low involvement,
69242,Average,low involvement,
69243,high,moderate involvement,
69244,Average,low involvement,
69245,Average,low involvement,
69246,Average,moderate involvement,
69247,Average,low involvement,
69248,Average,low involvement,
69249,Average,low involvement,
69250,low,low involvement,
69251,below average,low involvement,
69252,Average,moderate involvement,
69253,below average,low involvement,
69254,Average,low involvement,
69255,Average,low involvement,
69256,below average,low involvement,
69257,Average,high involvement,
69258,Average,moderate involvement,
69259,Average,low involvement,
69260,high,low involvement,
69261,Average,low involvement,
69262,Average,low involvement,
69263,Average,moderate involvement,
69264,Average,low involvement,
69265,Average,low involvement,
69266,below average,low involvement,
69267,Average,low involvement,
69268,below average,low involvement,
69269,low,moderate involvement,
69270,Average,moderate involvement,
69271,Average,low involvement,
69272,Average,low involvement,
69273,low,low involvement,
69274,high,moderate involvement,
69275,Average,low involvement,
69276,high,low involvement,
69277,high,low involvement,
69278,below average,low involvement,
69279,Average,moderate involvement,
69280,Average,moderate involvement,
69281,Average,low involvement,
69282,high,low involvement,
69283,Average,low involvement,
69284,below average,low involvement,
69285,Average,low involvement,
69286,Average,low involvement,
69287,high,low involvement,
69288,low,low involvement,
69289,Average,low involvement,
69290,below average,moderate involvement,
69291,Average,moderate involvement,
69292,Average,low involvement,
69293,Average,moderate involvement,
69294,Average,low involvement,
69295,below average,low involvement,
69296,Average,low involvement,
69297,below average,low involvement,
69298,below average,low involvement,
69299,high,low involvement,
69300,high,low involvement,
69301,below average,low involvement,
69302,Average,moderate involvement,
69303,high,low involvement,
69304,below average,low involvement,
69305,high,moderate involvement,
69306,low,low involvement,
69307,Average,moderate involvement,
69308,Average,low involvement,
69309,high,moderate involvement,
69310,Average,moderate involvement,
69311,Average,low involvement,
69312,high,moderate involvement,
69313,high,low involvement,
69314,below average,low involvement,
69315,Average,low involvement,
69316,high,moderate involvement,
69317,high,low involvement,
69318,high,low involvement,
69319,Average,low involvement,
69320,below average,low involvement,
69321,Average,moderate involvement,
69322,Average,low involvement,
69323,Average,low involvement,
69324,high,low involvement,
69325,Average,moderate involvement,
69326,Average,low involvement,
69327,Average,moderate involvement,
69328,high,low involvement,
69329,below average,low involvement,
69330,high,low involvement,
69331,Average,moderate involvement,
69332,low,low involvement,
69333,high,low involvement,
69334,Average,low involvement,
69335,below average,low involvement,
69336,Average,moderate involvement,
69337,high,low involvement,
69338,high,low involvement,
69339,below average,low involvement,
69340,Average,moderate involvement,
69341,below average,moderate involvement,
69342,Average,low involvement,
69343,below average,low involvement,
69344,Average,low involvement,
69345,high,low involvement,
69346,Average,low involvement,
69347,high,low involvement,
69348,Average,moderate involvement,
69349,below average,low involvement,
69350,below average,moderate involvement,
69351,high,high involvement,
69352,Average,low involvement,
69353,Average,moderate involvement,
69354,Average,low involvement,
69355,Average,low involvement,
69356,Average,very high involvement,
69357,high,low involvement,
69358,Average,low involvement,
69359,below average,low involvement,
69360,Average,moderate involvement,
69361,below average,low involvement,
69362,Average,low involvement,
69363,Average,low involvement,
69364,Average,moderate involvement,
69365,Average,moderate involvement,
69366,Average,low involvement,
69367,Average,low involvement,
69368,Average,low involvement,
69369,Average,low involvement,
69370,high,low involvement,
69371,Average,moderate involvement,
69372,high,low involvement,
69373,high,low involvement,
69374,high,moderate involvement,
69375,Average,low involvement,
69376,below average,moderate involvement,
69377,Average,low involvement,
69378,below average,low involvement,
69379,high,low involvement,
69380,below average,low involvement,
69381,below average,low involvement,
69382,high,moderate involvement,
69383,Average,moderate involvement,
69384,high,low involvement,
69385,Average,moderate involvement,
69386,below average,low involvement,
69387,low,moderate involvement,
69388,Average,low involvement,
69389,below average,low involvement,
69390,Average,low involvement,
69391,high,moderate involvement,
69392,Average,low involvement,
69393,Average,high involvement,
69394,high,low involvement,
69395,low,low involvement,
69396,Average,low involvement,
69397,Average,low involvement,
69398,Average,low involvement,
69399,Average,low involvement,
69400,Average,low involvement,
69401,Average,low involvement,
69402,Average,low involvement,
69403,high,low involvement,
69404,Average,low involvement,
69405,high,low involvement,
69406,below average,low involvement,
69407,Average,low involvement,
69408,Average,low involvement,
69409,Average,low involvement,
69410,Average,low involvement,
69411,Average,low involvement,
69412,Average,low involvement,
69413,Average,low involvement,
69414,low,moderate involvement,
69415,Average,high involvement,
69416,below average,moderate involvement,
69417,high,low involvement,
69418,Average,low involvement,
69419,Average,low involvement,
69420,Average,low involvement,
69421,Average,low involvement,
69422,Average,low involvement,
69423,high,low involvement,
69424,below average,low involvement,
69425,Average,low involvement,
69426,high,low involvement,
69427,Average,low involvement,
69428,high,low involvement,
69429,Average,low involvement,
69430,Average,low involvement,
69431,Average,low involvement,
69432,Average,low involvement,
69433,Average,low involvement,
69434,Average,low involvement,
69435,Average,moderate involvement,
69436,Average,moderate involvement,
69437,Average,low involvement,
69438,high,low involvement,
69439,Average,low involvement,
69440,below average,high involvement,
69441,Average,moderate involvement,
69442,Average,low involvement,
69443,Average,low involvement,
69444,Average,high involvement,
69445,Average,low involvement,
69446,below average,low involvement,
69447,Average,low involvement,
69448,below average,low involvement,
69449,Average,low involvement,
69450,Average,low involvement,
69451,low,low involvement,
69452,Average,low involvement,
69453,Average,low involvement,
69454,Average,low involvement,
69455,below average,moderate involvement,
69456,below average,low involvement,
69457,low,low involvement,
69458,Average,moderate involvement,
69459,low,low involvement,
69460,Average,low involvement,
69461,Average,low involvement,
69462,Average,low involvement,
69463,Average,low involvement,
69464,Average,moderate involvement,
69465,below average,high involvement,
69466,high,moderate involvement,
69467,below average,low involvement,
69468,Average,low involvement,
69469,high,low involvement,
69470,high,low involvement,
69471,Average,low involvement,
69472,below average,low involvement,
69473,Average,low involvement,
69474,Average,low involvement,
69475,Average,moderate involvement,
69476,high,low involvement,
69477,below average,moderate involvement,
69478,high,low involvement,
69479,Average,low involvement,
69480,Average,high involvement,
69481,high,moderate involvement,
69482,Average,moderate involvement,
69483,low,low involvement,
69484,Average,low involvement,
69485,high,low involvement,
69486,Average,low involvement,
69487,below average,low involvement,
69488,Average,low involvement,
69489,Average,low involvement,
69490,Average,low involvement,
69491,Average,high involvement,
69492,high,low involvement,
69493,high,low involvement,
69494,high,moderate involvement,
69495,below average,low involvement,
69496,high,low involvement,
69497,below average,moderate involvement,
69498,high,low involvement,
69499,high,low involvement,
69500,Average,moderate involvement,
69501,Average,low involvement,
69502,below average,moderate involvement,
69503,Average,low involvement,
69504,low,moderate involvement,
69505,Average,low involvement,
69506,high,low involvement,
69507,below average,low involvement,
69508,high,moderate involvement,
69509,below average,low involvement,
69510,Average,low involvement,
69511,high,low involvement,
69512,Average,low involvement,
69513,high,low involvement,
69514,Average,high involvement,
69515,high,low involvement,
69516,Average,low involvement,
69517,Average,low involvement,
69518,Average,low involvement,
69519,below average,low involvement,
69520,Average,low involvement,
69521,Average,moderate involvement,
69522,below average,moderate involvement,
69523,Average,high involvement,
69524,Average,moderate involvement,
69525,Average,low involvement,
69526,high,low involvement,
69527,Average,moderate involvement,
69528,below average,low involvement,
69529,high,low involvement,
69530,Average,low involvement,
69531,high,low involvement,
69532,Average,moderate involvement,
69533,high,low involvement,
69534,high,low involvement,
69535,Average,high involvement,
69536,low,low involvement,
69537,Average,low involvement,
69538,high,low involvement,
69539,high,low involvement,
69540,Average,moderate involvement,
69541,high,low involvement,
69542,Average,low involvement,
69543,Average,low involvement,
69544,Average,moderate involvement,
69545,Average,low involvement,
69546,Average,low involvement,
69547,Average,low involvement,
69548,below average,moderate involvement,
69549,Average,low involvement,
69550,Average,low involvement,
69551,Average,moderate involvement,
69552,Average,moderate involvement,
69553,high,high involvement,
69554,Average,low involvement,
69555,Average,low involvement,
69556,Average,low involvement,
69557,Average,low involvement,
69558,low,low involvement,
69559,high,low involvement,
69560,high,low involvement,
69561,Average,low involvement,
69562,Average,low involvement,
69563,below average,low involvement,
69564,high,low involvement,
69565,low,low involvement,
69566,below average,high involvement,
69567,low,low involvement,
69568,Average,low involvement,
69569,Average,moderate involvement,
69570,below average,moderate involvement,
69571,Average,low involvement,
69572,Average,low involvement,
69573,high,low involvement,
69574,Average,low involvement,
69575,Average,low involvement,
69576,Average,low involvement,
69577,Average,low involvement,
69578,Average,low involvement,
69579,Average,low involvement,
69580,high,low involvement,
69581,Average,low involvement,
69582,below average,low involvement,
69583,high,low involvement,
69584,Average,low involvement,
69585,Average,low involvement,
69586,below average,low involvement,
69587,Average,low involvement,
69588,Average,low involvement,
69589,Average,low involvement,
69590,high,low involvement,
69591,Average,moderate involvement,
69592,below average,low involvement,
69593,Average,low involvement,
69594,high,low involvement,
69595,Average,low involvement,
69596,Average,low involvement,
69597,Average,low involvement,
69598,Average,high involvement,
69599,high,low involvement,
69600,Average,low involvement,
69601,below average,low involvement,
69602,Average,very high involvement,
69603,Average,low involvement,
69604,high,low involvement,
69605,Average,low involvement,
69606,Average,low involvement,
69607,Average,low involvement,
69608,high,low involvement,
69609,Average,moderate involvement,
69610,Average,low involvement,
69611,below average,moderate involvement,
69612,Average,low involvement,
69613,Average,low involvement,
69614,Average,low involvement,
69615,Average,low involvement,
69616,Average,low involvement,
69617,high,moderate involvement,
69618,high,moderate involvement,
69619,Average,high involvement,
69620,Average,low involvement,
69621,Average,low involvement,
69622,high,low involvement,
69623,Average,low involvement,
69624,Average,low involvement,
69625,below average,low involvement,
69626,below average,moderate involvement,
69627,high,moderate involvement,
69628,below average,low involvement,
69629,Average,low involvement,
69630,below average,low involvement,
69631,below average,low involvement,
69632,high,low involvement,
69633,Average,moderate involvement,
69634,below average,low involvement,
69635,Average,low involvement,
69636,below average,low involvement,
69637,Average,low involvement,
69638,high,high involvement,
69639,high,moderate involvement,
69640,Average,low involvement,
69641,Average,low involvement,
69642,high,low involvement,
69643,high,low involvement,
69644,below average,moderate involvement,
69645,high,low involvement,
69646,below average,low involvement,
69647,Average,low involvement,
69648,Average,moderate involvement,
69649,Average,low involvement,
69650,Average,low involvement,
69651,high,low involvement,
69652,high,low involvement,
69653,Average,low involvement,
69654,below average,moderate involvement,
69655,Average,low involvement,
69656,Average,moderate involvement,
69657,low,low involvement,
69658,Average,low involvement,
69659,high,moderate involvement,
69660,high,low involvement,
69661,below average,low involvement,
69662,below average,low involvement,
69663,below average,low involvement,
69664,Average,low involvement,
69665,high,low involvement,
69666,Average,low involvement,
69667,high,low involvement,
69668,high,low involvement,
69669,high,low involvement,
69670,high,low involvement,
69671,Average,low involvement,
69672,Average,low involvement,
69673,Average,low involvement,
69674,high,low involvement,
69675,Average,high involvement,
69676,Average,low involvement,
69677,Average,low involvement,
69678,high,moderate involvement,
69679,Average,low involvement,
69680,Average,low involvement,
69681,high,moderate involvement,
69682,Average,moderate involvement,
69683,Average,low involvement,
69684,high,moderate involvement,
69685,Average,low involvement,
69686,Average,low involvement,
69687,Average,low involvement,
69688,Average,low involvement,
69689,Average,moderate involvement,
69690,high,very high involvement,
69691,Average,low involvement,
69692,Average,low involvement,
69693,Average,low involvement,
69694,Average,low involvement,
69695,high,low involvement,
69696,high,low involvement,
69697,below average,low involvement,
69698,high,low involvement,
69699,below average,low involvement,
69700,Average,low involvement,
69701,high,low involvement,
69702,below average,moderate involvement,
69703,below average,high involvement,
69704,high,moderate involvement,
69705,Average,low involvement,
69706,low,low involvement,
69707,Average,low involvement,
69708,Average,low involvement,
69709,Average,low involvement,
69710,Average,moderate involvement,
69711,below average,moderate involvement,
69712,below average,moderate involvement,
69713,Average,low involvement,
69714,below average,low involvement,
69715,high,low involvement,
69716,Average,low involvement,
69717,Average,low involvement,
69718,high,low involvement,
69719,Average,low involvement,
69720,Average,moderate involvement,
69721,Average,low involvement,
69722,Average,low involvement,
69723,below average,low involvement,
69724,Average,low involvement,
69725,Average,low involvement,
69726,Average,low involvement,
69727,Average,low involvement,
69728,Average,moderate involvement,
69729,Average,low involvement,
69730,Average,moderate involvement,
69731,below average,low involvement,
69732,high,low involvement,
69733,Average,low involvement,
69734,Average,low involvement,
69735,high,moderate involvement,
69736,Average,low involvement,
69737,below average,low involvement,
69738,Average,low involvement,
69739,high,low involvement,
69740,high,low involvement,
69741,Average,low involvement,
69742,below average,low involvement,
69743,high,low involvement,
69744,Average,moderate involvement,
69745,Average,low involvement,
69746,high,low involvement,
69747,Average,moderate involvement,
69748,Average,low involvement,
69749,Average,low involvement,
69750,Average,low involvement,
69751,Average,low involvement,
69752,high,low involvement,
69753,Average,low involvement,
69754,Average,low involvement,
69755,Average,low involvement,
69756,Average,low involvement,
69757,Average,low involvement,
69758,Average,low involvement,
69759,below average,low involvement,
69760,high,low involvement,
69761,high,high involvement,
69762,below average,low involvement,
69763,below average,low involvement,
69764,low,very high involvement,
69765,Average,low involvement,
69766,Average,low involvement,
69767,Average,low involvement,
69768,Average,low involvement,
69769,Average,moderate involvement,
69770,low,low involvement,
69771,Average,low involvement,
69772,high,low involvement,
69773,Average,low involvement,
69774,Average,low involvement,
69775,high,low involvement,
69776,below average,low involvement,
69777,Average,low involvement,
69778,low,low involvement,
69779,Average,low involvement,
69780,Average,low involvement,
69781,Average,low involvement,
69782,Average,high involvement,
69783,Average,low involvement,
69784,Average,low involvement,
69785,Average,low involvement,
69786,Average,low involvement,
69787,Average,low involvement,
69788,Average,low involvement,
69789,below average,low involvement,
69790,low,low involvement,
69791,below average,low involvement,
69792,below average,low involvement,
69793,Average,low involvement,
69794,Average,high involvement,
69795,Average,high involvement,
69796,low,moderate involvement,
69797,Average,low involvement,
69798,Average,low involvement,
69799,below average,moderate involvement,
69800,Average,low involvement,
69801,Average,low involvement,
69802,Average,low involvement,
69803,Average,low involvement,
69804,high,low involvement,
69805,Average,low involvement,
69806,Average,low involvement,
69807,Average,low involvement,
69808,Average,low involvement,
69809,below average,moderate involvement,
69810,Average,moderate involvement,
69811,low,low involvement,
69812,Average,low involvement,
69813,below average,low involvement,
69814,Average,low involvement,
69815,below average,moderate involvement,
69816,Average,low involvement,
69817,below average,low involvement,
69818,Average,low involvement,
69819,Average,low involvement,
69820,Average,low involvement,
69821,below average,low involvement,
69822,high,low involvement,
69823,Average,high involvement,
69824,Average,low involvement,
69825,Average,low involvement,
69826,high,low involvement,
69827,Average,low involvement,
69828,Average,low involvement,
69829,below average,low involvement,
69830,high,low involvement,
69831,high,moderate involvement,
69832,below average,low involvement,
69833,Average,moderate involvement,
69834,Average,low involvement,
69835,high,high involvement,
69836,Average,moderate involvement,
69837,high,low involvement,
69838,below average,low involvement,
69839,low,moderate involvement,
69840,Average,moderate involvement,
69841,Average,low involvement,
69842,high,low involvement,
69843,Average,low involvement,
69844,Average,low involvement,
69845,below average,low involvement,
69846,below average,low involvement,
69847,below average,low involvement,
69848,Average,low involvement,
69849,below average,low involvement,
69850,Average,low involvement,
69851,Average,low involvement,
69852,Average,low involvement,
69853,high,low involvement,
69854,below average,low involvement,
69855,below average,high involvement,
69856,Average,low involvement,
69857,high,low involvement,
69858,below average,low involvement,
69859,below average,low involvement,
69860,Average,low involvement,
69861,low,low involvement,
69862,high,low involvement,
69863,high,low involvement,
69864,Average,low involvement,
69865,Average,low involvement,
69866,Average,high involvement,
69867,Average,moderate involvement,
69868,Average,low involvement,
69869,below average,low involvement,
69870,below average,low involvement,
69871,Average,moderate involvement,
69872,Average,moderate involvement,
69873,high,moderate involvement,
69874,Average,low involvement,
69875,below average,low involvement,
69876,below average,moderate involvement,
69877,Average,low involvement,
69878,high,low involvement,
69879,high,low involvement,
69880,Average,low involvement,
69881,Average,low involvement,
69882,Average,high involvement,
69883,high,low involvement,
69884,Average,low involvement,
69885,below average,low involvement,
69886,high,low involvement,
69887,Average,low involvement,
69888,high,moderate involvement,
69889,below average,low involvement,
69890,high,low involvement,
69891,below average,low involvement,
69892,Average,moderate involvement,
69893,low,low involvement,
69894,Average,low involvement,
69895,high,moderate involvement,
69896,below average,low involvement,
69897,below average,low involvement,
69898,high,low involvement,
69899,high,low involvement,
69900,below average,low involvement,
69901,Average,low involvement,
69902,Average,low involvement,
69903,Average,low involvement,
69904,Average,low involvement,
69905,Average,high involvement,
69906,high,moderate involvement,
69907,high,moderate involvement,
69908,below average,moderate involvement,
69909,low,low involvement,
69910,Average,low involvement,
69911,Average,low involvement,
69912,low,low involvement,
69913,high,low involvement,
69914,high,moderate involvement,
69915,Average,low involvement,
69916,Average,low involvement,
69917,Average,moderate involvement,
69918,Average,moderate involvement,
69919,Average,low involvement,
69920,below average,low involvement,
69921,Average,low involvement,
69922,low,low involvement,
69923,Average,moderate involvement,
69924,Average,low involvement,
69925,below average,low involvement,
69926,Average,low involvement,
69927,below average,moderate involvement,
69928,high,low involvement,
69929,Average,low involvement,
69930,Average,low involvement,
69931,below average,low involvement,
69932,below average,moderate involvement,
69933,Average,low involvement,
69934,Average,low involvement,
69935,Average,moderate involvement,
69936,Average,low involvement,
69937,Average,low involvement,
69938,Average,low involvement,
69939,Average,low involvement,
69940,Average,low involvement,
69941,high,moderate involvement,
69942,high,moderate involvement,
69943,Average,low involvement,
69944,Average,low involvement,
69945,below average,moderate involvement,
69946,Average,high involvement,
69947,below average,low involvement,
69948,Average,low involvement,
69949,Average,low involvement,
69950,Average,low involvement,
69951,low,low involvement,
69952,below average,low involvement,
69953,Average,low involvement,
69954,Average,moderate involvement,
69955,Average,low involvement,
69956,Average,low involvement,
69957,high,low involvement,
69958,Average,moderate involvement,
69959,low,low involvement,
69960,high,high involvement,
69961,Average,low involvement,
69962,Average,low involvement,
69963,below average,low involvement,
69964,below average,low involvement,
69965,Average,low involvement,
69966,low,low involvement,
69967,Average,moderate involvement,
69968,Average,low involvement,
69969,Average,low involvement,
69970,high,high involvement,
69971,Average,low involvement,
69972,below average,low involvement,
69973,Average,low involvement,
69974,Average,low involvement,
69975,high,low involvement,
69976,high,low involvement,
69977,Average,low involvement,
69978,Average,moderate involvement,
69979,Average,low involvement,
69980,Average,low involvement,
69981,below average,low involvement,
69982,Average,moderate involvement,
69983,high,low involvement,
69984,low,moderate involvement,
69985,high,low involvement,
69986,Average,moderate involvement,
69987,Average,very high involvement,
69988,high,moderate involvement,
69989,Average,low involvement,
69990,high,low involvement,
69991,Average,moderate involvement,
69992,Average,low involvement,
69993,below average,low involvement,
69994,Average,low involvement,
69995,Average,low involvement,
69996,Average,low involvement,
69997,Average,moderate involvement,
69998,below average,low involvement,
69999,high,moderate involvement,
70000,Average,low involvement,
70001,Average,low involvement,
70002,high,moderate involvement,
70003,below average,moderate involvement,
70004,Average,low involvement,
70005,Average,low involvement,
70006,Average,low involvement,
70007,below average,low involvement,
70008,Average,low involvement,
70009,low,moderate involvement,
70010,high,low involvement,
70011,Average,low involvement,
70012,Average,low involvement,
70013,below average,low involvement,
70014,Average,low involvement,
70015,high,low involvement,
70016,below average,moderate involvement,
70017,below average,low involvement,
70018,below average,low involvement,
70019,Average,low involvement,
70020,Average,low involvement,
70021,Average,low involvement,
70022,Average,high involvement,
70023,below average,low involvement,
70024,Average,low involvement,
70025,Average,low involvement,
70026,high,low involvement,
70027,high,low involvement,
70028,Average,low involvement,
70029,Average,low involvement,
70030,low,moderate involvement,
70031,Average,moderate involvement,
70032,Average,low involvement,
70033,high,low involvement,
70034,Average,low involvement,
70035,Average,low involvement,
70036,Average,high involvement,
70037,high,moderate involvement,
70038,Average,moderate involvement,
70039,below average,low involvement,
70040,Average,low involvement,
70041,Average,low involvement,
70042,Average,high involvement,
70043,Average,moderate involvement,
70044,Average,low involvement,
70045,Average,moderate involvement,
70046,Average,moderate involvement,
70047,Average,moderate involvement,
70048,Average,low involvement,
70049,high,moderate involvement,
70050,below average,low involvement,
70051,Average,low involvement,
70052,Average,low involvement,
70053,Average,moderate involvement,
70054,Average,high involvement,
70055,below average,low involvement,
70056,Average,low involvement,
70057,below average,low involvement,
70058,Average,low involvement,
70059,Average,low involvement,
70060,Average,low involvement,
70061,Average,low involvement,
70062,Average,low involvement,
70063,below average,low involvement,
70064,Average,low involvement,
70065,high,moderate involvement,
70066,low,moderate involvement,
70067,high,low involvement,
70068,high,moderate involvement,
70069,Average,low involvement,
70070,low,low involvement,
70071,below average,moderate involvement,
70072,high,high involvement,
70073,high,low involvement,
70074,Average,low involvement,
70075,low,low involvement,
70076,Average,low involvement,
70077,Average,low involvement,
70078,Average,low involvement,
70079,high,low involvement,
70080,Average,low involvement,
70081,below average,low involvement,
70082,Average,low involvement,
70083,Average,low involvement,
70084,Average,low involvement,
70085,Average,low involvement,
70086,high,low involvement,
70087,high,low involvement,
70088,Average,low involvement,
70089,Average,low involvement,
70090,Average,low involvement,
70091,Average,low involvement,
70092,Average,low involvement,
70093,high,low involvement,
70094,below average,low involvement,
70095,Average,moderate involvement,
70096,high,low involvement,
70097,high,low involvement,
70098,below average,low involvement,
70099,Average,low involvement,
70100,Average,low involvement,
70101,below average,low involvement,
70102,high,low involvement,
70103,Average,low involvement,
70104,Average,low involvement,
70105,Average,low involvement,
70106,below average,low involvement,
70107,Average,low involvement,
70108,Average,moderate involvement,
70109,Average,low involvement,
70110,Average,low involvement,
70111,Average,low involvement,
70112,below average,low involvement,
70113,below average,low involvement,
70114,high,low involvement,
70115,Average,low involvement,
70116,high,moderate involvement,
70117,high,low involvement,
70118,Average,moderate involvement,
70119,Average,moderate involvement,
70120,high,low involvement,
70121,high,moderate involvement,
70122,below average,low involvement,
70123,high,low involvement,
70124,high,low involvement,
70125,Average,low involvement,
70126,below average,high involvement,
70127,Average,low involvement,
70128,Average,low involvement,
70129,high,moderate involvement,
70130,low,low involvement,
70131,below average,low involvement,
70132,Average,moderate involvement,
70133,low,low involvement,
70134,Average,low involvement,
70135,Average,low involvement,
70136,Average,moderate involvement,
70137,high,low involvement,
70138,Average,moderate involvement,
70139,Average,low involvement,
70140,high,high involvement,
70141,high,low involvement,
70142,Average,moderate involvement,
70143,low,moderate involvement,
70144,Average,low involvement,
70145,low,low involvement,
70146,high,low involvement,
70147,Average,low involvement,
70148,Average,low involvement,
70149,Average,low involvement,
70150,Average,low involvement,
70151,Average,low involvement,
70152,high,low involvement,
70153,Average,low involvement,
70154,below average,low involvement,
70155,Average,low involvement,
70156,Average,low involvement,
70157,Average,high involvement,
70158,below average,low involvement,
70159,high,low involvement,
70160,below average,low involvement,
70161,high,low involvement,
70162,high,low involvement,
70163,Average,low involvement,
70164,Average,high involvement,
70165,Average,low involvement,
70166,Average,low involvement,
70167,Average,low involvement,
70168,below average,low involvement,
70169,high,moderate involvement,
70170,high,moderate involvement,
70171,high,moderate involvement,
70172,Average,high involvement,
70173,Average,moderate involvement,
70174,high,moderate involvement,
70175,Average,moderate involvement,
70176,Average,low involvement,
70177,Average,low involvement,
70178,high,low involvement,
70179,low,low involvement,
70180,Average,low involvement,
70181,Average,low involvement,
70182,high,low involvement,
70183,Average,low involvement,
70184,Average,low involvement,
70185,Average,low involvement,
70186,below average,low involvement,
70187,Average,low involvement,
70188,Average,low involvement,
70189,high,low involvement,
70190,below average,moderate involvement,
70191,Average,low involvement,
70192,high,low involvement,
70193,Average,low involvement,
70194,low,low involvement,
70195,below average,low involvement,
70196,high,low involvement,
70197,high,low involvement,
70198,high,low involvement,
70199,high,low involvement,
70200,high,low involvement,
70201,below average,low involvement,
70202,high,low involvement,
70203,Average,low involvement,
70204,below average,low involvement,
70205,Average,moderate involvement,
70206,high,moderate involvement,
70207,Average,low involvement,
70208,Average,low involvement,
70209,below average,high involvement,
70210,below average,low involvement,
70211,high,low involvement,
70212,below average,low involvement,
70213,Average,low involvement,
70214,Average,low involvement,
70215,Average,moderate involvement,
70216,high,low involvement,
70217,high,moderate involvement,
70218,Average,low involvement,
70219,high,low involvement,
70220,high,low involvement,
70221,Average,low involvement,
70222,Average,moderate involvement,
70223,high,low involvement,
70224,Average,very high involvement,
70225,Average,low involvement,
70226,Average,low involvement,
70227,high,low involvement,
70228,Average,low involvement,
70229,high,low involvement,
70230,below average,low involvement,
70231,below average,low involvement,
70232,Average,moderate involvement,
70233,below average,low involvement,
70234,high,low involvement,
70235,below average,low involvement,
70236,high,low involvement,
70237,Average,low involvement,
70238,Average,low involvement,
70239,Average,low involvement,
70240,below average,low involvement,
70241,high,low involvement,
70242,below average,low involvement,
70243,high,low involvement,
70244,Average,low involvement,
70245,high,low involvement,
70246,Average,low involvement,
70247,below average,high involvement,
70248,Average,low involvement,
70249,Average,low involvement,
70250,Average,moderate involvement,
70251,Average,low involvement,
70252,Average,low involvement,
70253,Average,low involvement,
70254,Average,low involvement,
70255,low,low involvement,
70256,below average,low involvement,
70257,high,low involvement,
70258,Average,low involvement,
70259,Average,low involvement,
70260,Average,low involvement,
70261,Average,low involvement,
70262,high,low involvement,
70263,Average,low involvement,
70264,low,moderate involvement,
70265,Average,low involvement,
70266,Average,low involvement,
70267,Average,low involvement,
70268,Average,low involvement,
70269,below average,moderate involvement,
70270,below average,moderate involvement,
70271,Average,low involvement,
70272,Average,low involvement,
70273,Average,low involvement,
70274,high,low involvement,
70275,below average,low involvement,
70276,Average,moderate involvement,
70277,below average,low involvement,
70278,Average,moderate involvement,
70279,low,low involvement,
70280,high,moderate involvement,
70281,high,low involvement,
70282,high,moderate involvement,
70283,Average,low involvement,
70284,Average,low involvement,
70285,high,low involvement,
70286,Average,low involvement,
70287,high,low involvement,
70288,high,low involvement,
70289,Average,low involvement,
70290,Average,low involvement,
70291,Average,low involvement,
70292,high,low involvement,
70293,Average,low involvement,
70294,below average,low involvement,
70295,Average,low involvement,
70296,Average,low involvement,
70297,Average,low involvement,
70298,Average,low involvement,
70299,Average,low involvement,
70300,Average,low involvement,
70301,high,low involvement,
70302,Average,low involvement,
70303,Average,low involvement,
70304,Average,moderate involvement,
70305,Average,moderate involvement,
70306,high,low involvement,
70307,high,low involvement,
70308,Average,low involvement,
70309,Average,low involvement,
70310,Average,low involvement,
70311,low,low involvement,
70312,high,low involvement,
70313,high,low involvement,
70314,Average,high involvement,
70315,Average,moderate involvement,
70316,Average,low involvement,
70317,Average,low involvement,
70318,high,low involvement,
70319,Average,low involvement,
70320,Average,low involvement,
70321,high,low involvement,
70322,Average,low involvement,
70323,Average,low involvement,
70324,Average,low involvement,
70325,Average,low involvement,
70326,Average,moderate involvement,
70327,below average,low involvement,
70328,below average,moderate involvement,
70329,below average,low involvement,
70330,Average,low involvement,
70331,Average,low involvement,
70332,Average,high involvement,
70333,high,low involvement,
70334,Average,low involvement,
70335,Average,moderate involvement,
70336,Average,low involvement,
70337,low,low involvement,
70338,high,moderate involvement,
70339,below average,moderate involvement,
70340,Average,low involvement,
70341,below average,low involvement,
70342,high,low involvement,
70343,Average,moderate involvement,
70344,Average,low involvement,
70345,Average,low involvement,
70346,Average,high involvement,
70347,Average,low involvement,
70348,high,moderate involvement,
70349,Average,low involvement,
70350,Average,moderate involvement,
70351,Average,moderate involvement,
70352,below average,low involvement,
70353,high,low involvement,
70354,below average,low involvement,
70355,Average,moderate involvement,
70356,high,moderate involvement,
70357,Average,low involvement,
70358,Average,low involvement,
70359,Average,low involvement,
70360,Average,low involvement,
70361,below average,low involvement,
70362,below average,low involvement,
70363,below average,low involvement,
70364,below average,low involvement,
70365,low,moderate involvement,
70366,Average,low involvement,
70367,high,moderate involvement,
70368,Average,moderate involvement,
70369,Average,low involvement,
70370,Average,low involvement,
70371,Average,low involvement,
70372,Average,low involvement,
70373,Average,moderate involvement,
70374,Average,low involvement,
70375,Average,moderate involvement,
70376,Average,low involvement,
